"filename", "language", "JavaScript", "Markdown", "JavaScript React", "SCSS", "Prisma", "TypeScript", "Solidity", "Rust", "CSS", "HTTP", "comment", "blank", "total"
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/example/other/example.sol", "Solidity", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/example/other/example.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/example/other/rs/express.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/example/other/rs/statement.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/example/other/sol/express.sol", "Solidity", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/example/other/sol/statement.sol", "Solidity", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/example/other/test/example.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/example/other/test/example.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/example/prisma/bd.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/example/test/chai.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/example/test/jest.test.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/jsxLib/next.jsx", "JavaScript React", 0, 0, 410, 0, 0, 0, 0, 0, 0, 0, 69, 115, 594
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/jsxLib/react.jsx", "JavaScript React", 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 40, 51, 298
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/jsxLib/recoil.js", "JavaScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 39, 131
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/jsxLib/redux.jsx", "JavaScript React", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 43, 36, 177
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/line.md", "Markdown", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/style/example.scss", "SCSS", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 12, 32, 140
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/style/styledcss.js", "JavaScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 79
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/test/chai.test.js", "JavaScript", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 72, 226
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/test/jest.test.js", "JavaScript", 606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 185, 894
"/Users/user/init/1day10k/2022/202212/1225-1231/1226/test/racttestlib.test.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 26
"Total", "-", 624, 0, 443, 96, 80, 438, 0, 0, 0, -1, 241, 558, 2479
