Date : 2022-10-30 14:38:43
Directory : /Users/user/init/10k1day/202210/1021-1031
Total : 425 files,  9892 codes, 2672 comments, 1920 blanks, all 14484 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| 1025/2000                                                                               |          1 |         38 |         17 |         12 |         67 |
| 1025/2100                                                                               |          1 |         12 |          8 |          6 |         26 |
| 1025/2200                                                                               |          1 |         15 |          1 |          1 |         17 |
| 1025/2300                                                                               |          1 |          0 |          0 |          1 |          1 |
| 1025/900                                                                                |          3 |        144 |          1 |         42 |        187 |
| 1026                                                                                    |         35 |      1,281 |         90 |        342 |      1,713 |
| 1026/1000                                                                               |          5 |        134 |          0 |         40 |        174 |
| 1026/1100                                                                               |          2 |         49 |          0 |         17 |         66 |
| 1026/1200                                                                               |          2 |         44 |          1 |         14 |         59 |
| 1026/1300                                                                               |          2 |        129 |          0 |         36 |        165 |
| 1026/1400                                                                               |          3 |         70 |          5 |         31 |        106 |
| 1026/1500                                                                               |          5 |         94 |          0 |         18 |        112 |
| 1026/1600                                                                               |          4 |        142 |         24 |         67 |        233 |
| 1026/1700                                                                               |          2 |        238 |          1 |         21 |        260 |
| 1026/1800                                                                               |          3 |         67 |          0 |         12 |         79 |
| 1026/1900                                                                               |          1 |         82 |          0 |         13 |         95 |
| 1026/2000                                                                               |          1 |        149 |         33 |         36 |        218 |
| 1026/2100                                                                               |          2 |         40 |          2 |         26 |         68 |
| 1026/2200                                                                               |          1 |          0 |          0 |          1 |          1 |
| 1026/900                                                                                |          1 |         27 |         24 |         10 |         61 |
| 1027                                                                                    |         62 |      1,945 |        754 |        373 |      3,072 |
| 1027/1000                                                                               |          1 |         11 |         15 |          5 |         31 |
| 1027/1100                                                                               |          3 |        184 |         33 |         51 |        268 |
| 1027/1200                                                                               |          5 |         64 |         56 |         13 |        133 |
| 1027/1300                                                                               |          4 |         94 |         56 |         16 |        166 |
| 1027/1400                                                                               |          6 |        255 |        121 |         31 |        407 |
| 1027/1500                                                                               |          6 |        152 |         96 |         26 |        274 |
| 1027/1600                                                                               |          8 |        354 |        161 |         60 |        575 |
| 1027/1700                                                                               |          6 |        243 |         65 |         48 |        356 |
| 1027/1800                                                                               |          5 |        271 |         46 |         54 |        371 |
| 1027/1900                                                                               |          6 |        193 |         56 |         42 |        291 |
| 1027/2000                                                                               |          4 |         21 |         18 |          6 |         45 |
| 1027/2100                                                                               |          2 |         11 |         14 |          6 |         31 |
| 1027/2200                                                                               |          2 |         19 |          2 |          7 |         28 |
| 1027/2300                                                                               |          2 |         20 |          5 |          5 |         30 |
| 1027/900                                                                                |          1 |         37 |         10 |          2 |         49 |
| 1028                                                                                    |         89 |      3,652 |      1,055 |        593 |      5,300 |
| 1028/1000                                                                               |          2 |         25 |         22 |          3 |         50 |
| 1028/1100                                                                               |         12 |        244 |        168 |         26 |        438 |
| 1028/1200                                                                               |         10 |        183 |        156 |         20 |        359 |
| 1028/1300                                                                               |          5 |        313 |        163 |         37 |        513 |
| 1028/1400                                                                               |          9 |        554 |         91 |        104 |        749 |
| 1028/1500                                                                               |         12 |        330 |        119 |         70 |        519 |
| 1028/1600                                                                               |          6 |        537 |         99 |         78 |        714 |
| 1028/1700                                                                               |          7 |        347 |         74 |         81 |        502 |
| 1028/1800                                                                               |          5 |        319 |         56 |         53 |        428 |
| 1028/1900                                                                               |          6 |        359 |         42 |         51 |        452 |
| 1028/2000                                                                               |          4 |        224 |         30 |         24 |        278 |
| 1028/2100                                                                               |          2 |         57 |         14 |          9 |         80 |
| 1028/2200                                                                               |          3 |        126 |         21 |         23 |        170 |
| 1028/2300                                                                               |          1 |          0 |          0 |          1 |          1 |
| 1028/800                                                                                |          2 |          6 |          0 |          5 |         11 |
| 1028/900                                                                                |          2 |         12 |          0 |          8 |         20 |
| 1029                                                                                    |         91 |      3,072 |        730 |        603 |      4,405 |
| 1029/1000                                                                               |          2 |         14 |         14 |         10 |         38 |
| 1029/1100                                                                               |          8 |        324 |         45 |         83 |        452 |
| 1029/1200                                                                               |         14 |        238 |        124 |         48 |        410 |
| 1029/1300                                                                               |         10 |        182 |         95 |         49 |        326 |
| 1029/1400                                                                               |          9 |        309 |         86 |         29 |        424 |
| 1029/1500                                                                               |          6 |        394 |         67 |         77 |        538 |
| 1029/1600                                                                               |         12 |        378 |         96 |         79 |        553 |
| 1029/1700                                                                               |          6 |        214 |         43 |         34 |        291 |
| 1029/1800                                                                               |          7 |        487 |         83 |         81 |        651 |
| 1029/1900                                                                               |          8 |        494 |         61 |         94 |        649 |
| 1029/2000                                                                               |          2 |          8 |          2 |          5 |         15 |
| 1029/2100                                                                               |          1 |          0 |          0 |          1 |          1 |
| 1029/2200                                                                               |          1 |          0 |          0 |          1 |          1 |
| 1029/2300                                                                               |          1 |          0 |          0 |          1 |          1 |
| 1029/800                                                                                |          1 |          0 |          0 |          1 |          1 |
| 1029/900                                                                                |          2 |         14 |         14 |         10 |         38 |
+-----------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-----------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                | language   | code       | comment    | blank      | total      |
+-----------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| /Users/user/init/10k1day/1029/1000/LilENS.sol                                           | Solidity   |        -14 |        -14 |         -9 |        -37 |
| /Users/user/init/10k1day/1029/1000/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/1100/LilENS.sol                                           | Solidity   |        -13 |         -3 |         -6 |        -22 |
| /Users/user/init/10k1day/1029/1100/LilGnosis.sol                                        | Solidity   |       -110 |         -9 |        -35 |       -154 |
| /Users/user/init/10k1day/1029/1100/LilJuicebox.sol                                      | Solidity   |         -2 |         -1 |         -2 |         -5 |
| /Users/user/init/10k1day/1029/1100/LilOpenSea.sol                                       | Solidity   |        -79 |         -8 |        -15 |       -102 |
| /Users/user/init/10k1day/1029/1100/LilSuperfluid.sol                                    | Solidity   |        -41 |        -11 |        -14 |        -66 |
| /Users/user/init/10k1day/1029/1100/StateMachine.sol                                     | Solidity   |        -62 |        -10 |         -7 |        -79 |
| /Users/user/init/10k1day/1029/1100/oracke.sol                                           | Solidity   |        -17 |         -3 |         -3 |        -23 |
| /Users/user/init/10k1day/1029/1100/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/1200/AccessRestriction.sol                                | Solidity   |        -32 |         -7 |         -7 |        -46 |
| /Users/user/init/10k1day/1029/1200/BPool.sol                                            | Solidity   |        -27 |        -24 |         -3 |        -54 |
| /Users/user/init/10k1day/1029/1200/ContractDetector.sol                                 | Solidity   |        -27 |         -4 |         -4 |        -35 |
| /Users/user/init/10k1day/1029/1200/ExchangeProxy.sol                                    | Solidity   |        -16 |         -2 |         -3 |        -21 |
| /Users/user/init/10k1day/1029/1200/FlashLoanReceiverBase.sol                            | Solidity   |        -27 |         -5 |         -8 |        -40 |
| /Users/user/init/10k1day/1029/1200/ICToken.sol                                          | Solidity   |        -15 |        -14 |         -2 |        -31 |
| /Users/user/init/10k1day/1029/1200/IComptroller.sol                                     | Solidity   |        -18 |        -17 |         -1 |        -36 |
| /Users/user/init/10k1day/1029/1200/IDepot.sol                                           | Solidity   |        -11 |         -9 |         -3 |        -23 |
| /Users/user/init/10k1day/1029/1200/ISynth.sol                                           | Solidity   |         -9 |         -7 |         -3 |        -19 |
| /Users/user/init/10k1day/1029/1200/ISynthetix.sol                                       | Solidity   |        -23 |        -23 |         -2 |        -48 |
| /Users/user/init/10k1day/1029/1200/creatorBalanceChecker.sol                            | Solidity   |        -15 |         -6 |         -6 |        -27 |
| /Users/user/init/10k1day/1029/1200/indexOf.sol                                          | Solidity   |        -13 |         -3 |         -2 |        -18 |
| /Users/user/init/10k1day/1029/1200/ping.sol                                             | Solidity   |         -5 |         -3 |         -3 |        -11 |
| /Users/user/init/10k1day/1029/1200/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/1300/DydxFlashloanBase.sol                                | Solidity   |        -70 |         -8 |         -9 |        -87 |
| /Users/user/init/10k1day/1029/1300/ICallee.sol                                          | Solidity   |        -10 |         -2 |         -5 |        -17 |
| /Users/user/init/10k1day/1029/1300/IUniswapExchange.sol                                 | Solidity   |        -23 |        -21 |         -4 |        -48 |
| /Users/user/init/10k1day/1029/1300/IUniswapFactory.sol                                  | Solidity   |         -8 |         -6 |         -2 |        -16 |
| /Users/user/init/10k1day/1029/1300/IUniswapV2Factory.sol                                | Solidity   |         -9 |         -6 |         -1 |        -16 |
| /Users/user/init/10k1day/1029/1300/IUniswapV2Pair.sol                                   | Solidity   |        -25 |        -23 |         -3 |        -51 |
| /Users/user/init/10k1day/1029/1300/KyberNetworkProxy.sol                                | Solidity   |        -15 |        -11 |         -4 |        -30 |
| /Users/user/init/10k1day/1029/1300/Masset.sol                                           | Solidity   |        -10 |         -8 |         -9 |        -27 |
| /Users/user/init/10k1day/1029/1300/StakingReward.sol                                    | Solidity   |        -12 |        -10 |        -11 |        -33 |
| /Users/user/init/10k1day/1029/1300/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/1400/BiDirectionalPaymentChannel.sol                      | Solidity   |       -106 |         -8 |        -15 |       -129 |
| /Users/user/init/10k1day/1029/1400/Bitwise.sol                                          | Solidity   |        -30 |        -10 |         -1 |        -41 |
| /Users/user/init/10k1day/1029/1400/ICurveFiCurve.sol                                    | Solidity   |        -43 |        -20 |         -3 |        -66 |
| /Users/user/init/10k1day/1029/1400/ICurveFiPoolToken.sol                                | Solidity   |        -20 |        -14 |         -2 |        -36 |
| /Users/user/init/10k1day/1029/1400/ICurveFiZap.sol                                      | Solidity   |        -20 |         -8 |         -1 |        -29 |
| /Users/user/init/10k1day/1029/1400/ILendingPool.sol                                     | Solidity   |         -3 |         -3 |         -2 |         -8 |
| /Users/user/init/10k1day/1029/1400/ILendingPoolAddressesProvider.sol                    | Solidity   |         -8 |         -5 |         -2 |        -15 |
| /Users/user/init/10k1day/1029/1400/IUniswapV2Router01.sol                               | Solidity   |        -79 |        -18 |         -2 |        -99 |
| /Users/user/init/10k1day/1029/1400/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/1500/CrowdFund.sol                                        | Solidity   |       -109 |        -14 |        -14 |       -137 |
| /Users/user/init/10k1day/1029/1500/DutchAuction.sol                                     | Solidity   |        -51 |         -6 |         -8 |        -65 |
| /Users/user/init/10k1day/1029/1500/ERC721.sol                                           | Solidity   |        -96 |        -27 |        -26 |       -149 |
| /Users/user/init/10k1day/1029/1500/EnglishAuction.sol                                   | Solidity   |        -76 |        -12 |        -12 |       -100 |
| /Users/user/init/10k1day/1029/1500/IterableMapping.sol                                  | Solidity   |        -62 |         -8 |        -16 |        -86 |
| /Users/user/init/10k1day/1029/1500/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/1600/Keccak256.sol                                        | Solidity   |        -15 |         -6 |         -6 |        -27 |
| /Users/user/init/10k1day/1029/1600/Library.sol                                          | Solidity   |        -31 |         -8 |         -9 |        -48 |
| /Users/user/init/10k1day/1029/1600/Mapping.sol                                          | Solidity   |        -25 |         -8 |        -10 |        -43 |
| /Users/user/init/10k1day/1029/1600/MarkleTree.sol                                       | Solidity   |        -30 |         -5 |         -9 |        -44 |
| /Users/user/init/10k1day/1029/1600/MinimalProxy.sol                                     | Solidity   |        -13 |         -2 |         -4 |        -19 |
| /Users/user/init/10k1day/1029/1600/MultiDelegatecall.sol                                | Solidity   |        -12 |         -4 |         -5 |        -21 |
| /Users/user/init/10k1day/1029/1600/NewContract.sol                                      | Solidity   |        -18 |         -7 |         -3 |        -28 |
| /Users/user/init/10k1day/1029/1600/Proxy.sol                                            | Solidity   |        -53 |        -12 |        -16 |        -81 |
| /Users/user/init/10k1day/1029/1600/SendingEther.sol                                     | Solidity   |        -24 |         -9 |         -5 |        -38 |
| /Users/user/init/10k1day/1029/1600/Signature.sol                                        | Solidity   |        -42 |         -7 |         -5 |        -54 |
| /Users/user/init/10k1day/1029/1600/StakingRewards.sol                                   | Solidity   |       -115 |        -28 |         -6 |       -149 |
| /Users/user/init/10k1day/1029/1600/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/1700/TimeLock.sol                                         | Solidity   |       -115 |        -22 |        -14 |       -151 |
| /Users/user/init/10k1day/1029/1700/TryCatch.sol                                         | Solidity   |         -7 |         -1 |         -3 |        -11 |
| /Users/user/init/10k1day/1029/1700/UniDirectionalPaymentChannel.sol                     | Solidity   |        -39 |         -8 |         -4 |        -51 |
| /Users/user/init/10k1day/1029/1700/Vault.sol                                            | Solidity   |        -29 |         -6 |         -8 |        -43 |
| /Users/user/init/10k1day/1029/1700/Visibility.sol                                       | Solidity   |        -24 |         -6 |         -4 |        -34 |
| /Users/user/init/10k1day/1029/1700/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/1800/Array.sol                                            | Solidity   |        -39 |        -10 |        -13 |        -62 |
| /Users/user/init/10k1day/1029/1800/CPAMM.sol                                            | Solidity   |       -141 |        -10 |         -8 |       -159 |
| /Users/user/init/10k1day/1029/1800/CSAMM.sol                                            | Solidity   |       -134 |         -9 |        -13 |       -156 |
| /Users/user/init/10k1day/1029/1800/Enum.sol                                             | Solidity   |        -21 |        -12 |         -6 |        -39 |
| /Users/user/init/10k1day/1029/1800/Struct.sol                                           | Solidity   |        -27 |        -10 |         -7 |        -44 |
| /Users/user/init/10k1day/1029/1800/UpgradeableProxy.sol                                 | Solidity   |       -125 |        -32 |        -33 |       -190 |
| /Users/user/init/10k1day/1029/1800/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/1900/Account.sol                                          | Solidity   |        -11 |         -3 |         -5 |        -19 |
| /Users/user/init/10k1day/1029/1900/Liquidity.sol                                        | Solidity   |        -61 |        -14 |        -11 |        -86 |
| /Users/user/init/10k1day/1029/1900/Optimal.sol                                          | Solidity   |        -97 |        -12 |         -9 |       -118 |
| /Users/user/init/10k1day/1029/1900/UniswapV2FlashSwap.sol                               | Solidity   |        -39 |         -8 |        -18 |        -65 |
| /Users/user/init/10k1day/1029/1900/UniswapV2SwapExamples.sol                            | Solidity   |        -29 |         -2 |         -8 |        -39 |
| /Users/user/init/10k1day/1029/1900/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/2000/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/2100/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/2200/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/2300/sol.sol                                              | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/800/sol.sol                                               | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/900/LilENS.sol                                            | Solidity   |        -14 |        -14 |         -9 |        -37 |
| /Users/user/init/10k1day/1029/900/sol.sol                                               | Solidity   |          0 |          0 |         -1 |         -1 |
| /Users/user/init/10k1day/1029/行数.md                                                     | Markdown   |        -16 |          0 |          0 |        -16 |
| /Users/user/init/10k1day/202210/1021-1031/1021/chai.js                                  | JavaScript |         48 |         49 |          2 |         99 |
| /Users/user/init/10k1day/202210/1021-1031/1021/ethers.js                                | JavaScript |        135 |        136 |          3 |        274 |
| /Users/user/init/10k1day/202210/1021-1031/1021/metamask.js                              | JavaScript |         17 |          9 |          0 |         26 |
| /Users/user/init/10k1day/202210/1021-1031/1021/open.sol                                 | Solidity   |         17 |         13 |          1 |         31 |
| /Users/user/init/10k1day/202210/1021-1031/1022/cypress.js                               | JavaScript |          8 |         18 |          1 |         27 |
| /Users/user/init/10k1day/202210/1021-1031/1022/erc.sol                                  | Solidity   |          0 |          3 |          1 |          4 |
| /Users/user/init/10k1day/202210/1021-1031/1022/ethers.js                                | JavaScript |        124 |        143 |          2 |        269 |
| /Users/user/init/10k1day/202210/1021-1031/1022/open.sol                                 | Solidity   |         11 |         11 |          1 |         23 |
| /Users/user/init/10k1day/202210/1021-1031/1023/ethers.js                                | JavaScript |         90 |         78 |          1 |        169 |
| /Users/user/init/10k1day/202210/1021-1031/1023/open.sol                                 | Solidity   |          1 |          2 |          0 |          3 |
| /Users/user/init/10k1day/202210/1021-1031/1023/sol.sol                                  | Solidity   |          1 |          1 |          1 |          3 |
| /Users/user/init/10k1day/202210/1021-1031/1023/web3.js                                  | JavaScript |         14 |         18 |          1 |         33 |
| /Users/user/init/10k1day/202210/1021-1031/1024/chai.js                                  | JavaScript |          0 |          0 |          1 |          1 |
| /Users/user/init/10k1day/202210/1021-1031/1024/ethers.js                                | JavaScript |          0 |          0 |          1 |          1 |
| /Users/user/init/10k1day/202210/1021-1031/1024/open.sol                                 | Solidity   |         54 |         49 |          1 |        104 |
| /Users/user/init/10k1day/202210/1021-1031/1024/sol.sol                                  | Solidity   |         92 |         99 |          1 |        192 |
| /Users/user/init/10k1day/202210/1021-1031/1024/web3.js                                  | JavaScript |         87 |         77 |          1 |        165 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1000/StableSwap.sol                      | Solidity   |         40 |          1 |         10 |         51 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1000/swap.sol                            | Solidity   |         14 |          7 |          4 |         25 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1100/Chainlink.sol                       | Solidity   |         43 |          0 |         11 |         54 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1100/CrowdFound.sol                      | Solidity   |         92 |          0 |         23 |        115 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1100/DutchAuction.sol                    | Solidity   |         46 |          0 |          9 |         55 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1100/EnglishAuction.sol                  | Solidity   |         15 |          0 |          6 |         21 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1100/Proxy.sol                           | Solidity   |         36 |          0 |         11 |         47 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1200/Bitwise.sol                         | Solidity   |         27 |          0 |         11 |         38 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1200/CSAMM.sol                           | Solidity   |         68 |          0 |         10 |         78 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1200/ContractSize.sol                    | Solidity   |         31 |          0 |          7 |         38 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1200/ExternalContract.sol                | Solidity   |         20 |          0 |          8 |         28 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1200/HoneyPot.sol                        | Solidity   |         46 |          0 |         14 |         60 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1200/Overflow.sol                        | Solidity   |         30 |          0 |         10 |         40 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1200/Randomness.sol                      | Solidity   |         24 |          0 |          6 |         30 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1300/DataLocations.sol                   | Solidity   |         31 |          0 |          6 |         37 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1300/FunctionModifier.sol                | Solidity   |         35 |          0 |         10 |         45 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1300/Library.sol                         | Solidity   |         36 |          0 |         14 |         50 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1300/MerkleTree.sol                      | Solidity   |         47 |          0 |          9 |         56 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1300/MultiDelegatecall.sol               | Solidity   |         64 |          0 |         17 |         81 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1300/MultiSigWallet.sol                  | Solidity   |        113 |          0 |         27 |        140 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1300/Vault.sol                           | Solidity   |         31 |          0 |          8 |         39 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1400/Create2.sol                         | Solidity   |         27 |          0 |          7 |         34 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1400/SendingEther.sol                    | Solidity   |         19 |          0 |          5 |         24 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1400/Super.sol                           | Solidity   |         34 |          0 |         11 |         45 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1400/UpgradeableProxy.sol                | Solidity   |        141 |          0 |         44 |        185 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1500/BiDirectionalPayment.sol            | Solidity   |         67 |          0 |         16 |         83 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1500/CallingContract.sol                 | Solidity   |         28 |          0 |          9 |         37 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1500/Inheritance.sol                     | Solidity   |         36 |          0 |         11 |         47 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1600/BLockTimestamp.sol                  | Solidity   |         14 |          0 |          6 |         20 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1600/ERC721.sol                          | Solidity   |        104 |          0 |         35 |        139 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1700/Optimal.sol                         | Solidity   |         61 |          0 |         15 |         76 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1700/UniswapV2SwapExamples.sol           | Solidity   |        100 |          0 |         24 |        124 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1800/IterableMapping.sol                 | Solidity   |         84 |          1 |         22 |        107 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1800/UniswapV3FlashSwap.sol              | Solidity   |         51 |          7 |         10 |         68 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1800/UniswapV3Liquidity.sol              | Solidity   |        166 |          0 |         29 |        195 |
| /Users/user/init/10k1day/202210/1021-1031/1025/1900/TryCatch.sol                        | Solidity   |         20 |          0 |         10 |         30 |
| /Users/user/init/10k1day/202210/1021-1031/1025/2000/super.sol                           | Solidity   |         38 |         17 |         12 |         67 |
| /Users/user/init/10k1day/202210/1021-1031/1025/2100/Shadow.sol                          | Solidity   |         12 |          8 |          6 |         26 |
| /Users/user/init/10k1day/202210/1021-1031/1025/2200/Payable.sol                         | Solidity   |         15 |          1 |          1 |         17 |
| /Users/user/init/10k1day/202210/1021-1031/1025/2300 /Vault.sol                          | Solidity   |          0 |          0 |          1 |          1 |
| /Users/user/init/10k1day/202210/1021-1031/1025/900/erc20.sol                            | Solidity   |         39 |          0 |          8 |         47 |
| /Users/user/init/10k1day/202210/1021-1031/1025/900/erc721.sol                           | Solidity   |         11 |          0 |          5 |         16 |
| /Users/user/init/10k1day/202210/1021-1031/1025/900/stakingRewards.sol                   | Solidity   |         94 |          1 |         29 |        124 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1000/DenialOfService.sol                 | Solidity   |         23 |          0 |          3 |         26 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1000/ForceEther.sol                      | Solidity   |         32 |          0 |          9 |         41 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1000/MultiSigReplay.sol                  | Solidity   |         10 |          0 |          4 |         14 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1000/PreventFrontRunning.sol             | Solidity   |         33 |          0 |         11 |         44 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1000/ReEntrancy.sol                      | Solidity   |         36 |          0 |         13 |         49 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1100/MultiSigWallet.sol                  | Solidity   |         23 |          0 |          9 |         32 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1100/TxOrigin.sol                        | Solidity   |         26 |          0 |          8 |         34 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1200/Keccak256.sol                       | Solidity   |         26 |          0 |          7 |         33 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1200/slot.sol                            | Solidity   |         18 |          1 |          7 |         26 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1300/MultiSigWallet.sol                  | Solidity   |         99 |          0 |         24 |        123 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1300/Struct.sol                          | Solidity   |         30 |          0 |         12 |         42 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1400/Array.sol                           | Solidity   |         35 |          5 |         17 |         57 |
| /Users/user/init/10k1day/202210/1021-1031/1026/1400/Enum.sol                            | Solidity   |         23 |          0 |          8 |         31 |
